ship_type,route_type,distance_nm,speed_knots,draft_m,cargo_weight_tonnes,weather_impact_index,fuel_consumption_tonnes,co2_emissions_tonnes
Container Ship,Indian Ocean,11812.1,19.87,14.5,156203.17,0.2,1155836.14,3599273.73
Container Ship,Trans-Pacific,9224.46,22.18,12.29,95008.61,0.2,807348.47,2514083.14
Bulk Carrier,Indian Ocean,9370.11,15.34,13.23,118563.25,0.0,467539.83,1455919.02
Ro-Ro Cargo,Asia-Europe,5481.54,16.05,9.08,38379.87,0.0,155355.23,483776.18
General Cargo,Trans-Pacific,2830.91,10.72,6.01,11134.07,0.0,17423.4,54256.46
General Cargo,Intra-Asia,11799.31,11.42,8.05,26704.07,0.0,147708.59,459964.55
Bulk Carrier,North Atlantic,11209.93,13.56,12.72,105373.93,0.6,476741.28,1484572.35
Oil Tanker,North Atlantic,1842.66,11.85,14.88,168827.11,0.0,65918.2,205269.27
Container Ship,Trans-Pacific,3624.99,13.07,11.12,70425.97,0.4,95284.53,296716.02
Oil Tanker,North Atlantic,6663.26,13.79,15.0,172855.54,0.6,386839.33,1204617.69
Bulk Carrier,Indian Ocean,6166.61,14.67,10.58,60590.17,0.6,212248.35,660941.38
General Cargo,Asia-Europe,5840.26,13.55,6.91,16863.92,0.2,80369.02,250269.14
Container Ship,Intra-Asia,4111.89,19.84,9.61,45420.13,0.0,166020.47,516987.75
General Cargo,North Atlantic,3641.84,10.74,7.6,22463.19,0.0,35920.54,111856.58
Ro-Ro Cargo,Trans-Pacific,9336.72,17.19,8.93,36439.15,0.4,328554.43,1023118.48
General Cargo,Asia-Europe,9957.18,12.46,8.29,29149.99,0.2,166748.44,519254.63
Ro-Ro Cargo,Indian Ocean,8297.83,19.02,8.48,31225.4,0.2,305002.9,949779.03
Ro-Ro Cargo,Trans-Pacific,4297.48,18.73,9.43,42933.61,0.2,189556.48,590278.88
Bulk Carrier,Trans-Pacific,11060.48,11.22,9.24,40343.94,0.6,169770.2,528664.41
Bulk Carrier,Trans-Pacific,7705.28,11.26,12.83,108063.61,0.0,194673.87,606214.42
General Cargo,Trans-Pacific,5158.95,13.06,6.24,12453.79,0.6,59941.16,186656.76
Oil Tanker,North Atlantic,1767.68,13.87,8.94,36628.07,0.4,35001.56,108994.85
Ro-Ro Cargo,Indian Ocean,11515.49,18.72,9.02,37620.09,0.0,438175.33,1364477.99
Oil Tanker,Trans-Pacific,3597.74,13.5,15.74,199829.25,0.0,186803.35,581705.64
Bulk Carrier,Asia-Europe,4750.46,13.51,11.56,78997.11,0.0,140250.13,436738.9
Container Ship,North Atlantic,5090.01,15.06,11.91,86595.73,0.4,203974.26,635175.85
General Cargo,Intra-Asia,7685.47,12.13,8.06,26770.43,0.8,134852.71,419931.35
Container Ship,Trans-Pacific,4449.61,14.28,14.22,147342.55,0.2,216211.06,673281.25
Bulk Carrier,Trans-Pacific,10303.87,15.49,9.79,48106.78,0.2,304850.28,949303.78
Bulk Carrier,Asia-Europe,1726.53,13.33,11.37,75348.29,0.8,59684.96,185858.98
Bulk Carrier,Trans-Pacific,9702.69,11.87,9.09,38499.36,0.2,145212.15,452190.62
Bulk Carrier,Indian Ocean,9767.91,13.56,12.89,109540.86,0.0,361578.63,1125955.85
Oil Tanker,North Atlantic,6835.86,12.83,13.36,122215.23,0.0,230981.11,719275.18
Container Ship,Intra-Asia,6677.89,18.32,10.76,63826.29,0.0,288499.61,898387.77
Bulk Carrier,North Atlantic,7062.41,10.15,12.22,93479.65,0.6,155461.88,484108.31
Ro-Ro Cargo,Intra-Asia,6336.94,19.87,8.25,28749.61,0.2,240604.55,749242.55
Bulk Carrier,Indian Ocean,10487.35,15.16,8.39,30264.5,0.0,205677.81,640480.69
Container Ship,Indian Ocean,694.27,15.18,13.59,128627.14,0.0,32858.1,102320.12
General Cargo,North Atlantic,10614.98,13.82,8.32,29500.03,0.2,220604.22,686961.53
Bulk Carrier,Intra-Asia,6688.65,14.44,12.43,98385.59,0.0,261253.53,813543.5
Container Ship,North Atlantic,7740.03,16.36,12.27,94672.3,0.2,367571.02,1144616.16
Ro-Ro Cargo,Asia-Europe,4988.91,19.85,7.68,23210.78,0.6,182434.43,568100.82
General Cargo,Intra-Asia,2116.97,13.76,8.12,27422.75,0.0,39170.8,121977.88
Container Ship,Indian Ocean,8227.86,21.94,11.35,74835.7,0.8,702586.27,2187853.65
Oil Tanker,Indian Ocean,7286.07,11.96,13.86,136258.02,0.0,229928.21,715996.45
Bulk Carrier,Intra-Asia,4355.35,13.13,7.94,25625.22,0.0,57394.08,178725.15
Container Ship,Asia-Europe,6338.36,13.58,11.94,87213.78,0.2,196423.02,611661.3
General Cargo,Indian Ocean,8202.55,11.8,8.4,30355.9,0.0,119479.17,372058.14
General Cargo,Trans-Pacific,11203.14,12.05,7.88,25035.22,0.4,167553.6,521761.92
Oil Tanker,Trans-Pacific,3149.31,12.44,11.54,78627.83,0.2,78994.79,245989.78
Container Ship,North Atlantic,11870.74,16.37,13.79,134393.57,0.2,713275.3,2221139.29
Container Ship,Intra-Asia,2755.6,20.99,13.56,127584.88,0.0,247973.77,772190.31
Container Ship,Intra-Asia,10417.8,17.01,10.84,65149.42,0.0,393192.07,1224400.1
General Cargo,North Atlantic,992.63,12.93,7.83,24565.06,0.2,15966.45,49719.53
Ro-Ro Cargo,Asia-Europe,3378.85,17.16,6.88,16708.48,0.0,62874.82,195792.18
Oil Tanker,Asia-Europe,664.34,12.65,15.83,203057.35,0.4,34306.02,106828.95
Container Ship,Trans-Pacific,5866.3,18.95,10.77,64031.94,0.0,271719.59,846134.81
Ro-Ro Cargo,Intra-Asia,2841.43,15.67,9.49,43797.75,0.0,83862.54,261147.94
Ro-Ro Cargo,Trans-Pacific,2663.97,19.37,8.5,31416.22,0.0,96275.81,299802.87
Bulk Carrier,Indian Ocean,5037.2,15.52,11.62,80277.19,0.0,198373.24,617734.28
Container Ship,Indian Ocean,9802.66,20.59,10.81,64611.25,0.0,539009.38,1678475.22
General Cargo,Intra-Asia,6754.83,11.03,5.74,9663.59,0.4,44869.05,139722.21
Bulk Carrier,Asia-Europe,8202.34,11.48,12.46,99056.66,0.0,203341.45,633205.27
General Cargo,Indian Ocean,7127.23,12.36,7.79,24171.54,0.0,97730.28,304332.09
General Cargo,North Atlantic,3135.63,11.0,5.48,8439.61,0.0,16906.16,52645.78
General Cargo,Trans-Pacific,4384.19,12.25,7.32,20060.76,0.0,52146.94,162385.57
Ro-Ro Cargo,Asia-Europe,9249.56,16.2,9.42,42844.19,0.0,287454.6,895133.63
Ro-Ro Cargo,Intra-Asia,5573.15,14.3,9.78,47944.61,0.0,145343.6,452599.96
Ro-Ro Cargo,Intra-Asia,9514.99,14.9,8.75,34283.25,0.0,215569.03,671281.96
General Cargo,Indian Ocean,8250.4,13.25,6.02,11184.37,0.0,77788.82,242234.4
Oil Tanker,Intra-Asia,9425.34,12.54,10.15,53586.64,0.0,175599.84,546817.9
Container Ship,Intra-Asia,11997.76,19.23,12.04,89358.72,0.0,714903.96,2226210.93
Bulk Carrier,Asia-Europe,10296.15,13.83,12.87,109215.17,0.0,395434.05,1231381.64
General Cargo,Asia-Europe,6779.63,12.04,7.41,20801.78,0.4,89500.79,278705.46
Oil Tanker,Indian Ocean,10329.95,13.67,15.53,191956.83,0.6,631954.08,1967905.02
Oil Tanker,Trans-Pacific,11967.49,13.19,11.27,73200.58,0.2,321816.96,1002138.0
Ro-Ro Cargo,Intra-Asia,2267.28,16.38,9.32,41485.94,0.6,83172.42,258998.92
Ro-Ro Cargo,North Atlantic,3022.27,15.11,7.14,18665.68,0.0,46973.28,146274.8
Container Ship,Indian Ocean,7446.21,21.24,14.46,154949.51,0.8,967962.71,3014235.86
Ro-Ro Cargo,Asia-Europe,10047.67,18.26,6.93,17028.19,0.2,227391.15,708096.04
Container Ship,Trans-Pacific,2584.47,16.45,13.42,123757.13,0.6,165178.39,514365.5
Ro-Ro Cargo,North Atlantic,8025.52,15.83,9.52,44198.06,0.0,242959.65,756576.35
General Cargo,Asia-Europe,974.6,13.79,7.71,23490.6,0.6,19273.3,60017.05
Oil Tanker,North Atlantic,1137.86,11.34,11.61,80075.22,0.6,26759.9,83330.33
Bulk Carrier,North Atlantic,602.5,14.16,10.12,53042.55,0.0,14994.44,46692.68
General Cargo,Indian Ocean,8119.71,11.87,5.72,9581.29,0.4,62147.13,193526.15
Oil Tanker,Indian Ocean,9042.25,11.21,14.12,144231.73,0.0,260476.8,811124.74
Oil Tanker,North Atlantic,2234.54,14.46,13.5,125842.93,0.0,97843.26,304683.92
General Cargo,Trans-Pacific,8456.97,10.4,6.45,13753.86,0.0,56418.29,175686.56
Container Ship,Indian Ocean,11230.58,23.34,10.36,56884.94,0.0,729320.54,2271104.16
Bulk Carrier,Intra-Asia,4438.75,10.26,11.32,74206.78,0.0,72526.14,225846.4
Container Ship,Indian Ocean,4912.81,17.64,13.3,120391.16,0.0,300309.37,935163.39
Bulk Carrier,Trans-Pacific,5643.03,10.76,11.47,77250.41,0.2,110325.31,343553.02
Oil Tanker,North Atlantic,6116.97,13.62,9.78,47877.81,0.0,124747.1,388462.47
Ro-Ro Cargo,Intra-Asia,806.97,18.02,8.71,33889.96,0.0,26527.45,82606.47
Container Ship,Indian Ocean,3095.9,21.75,10.52,59574.53,0.2,190738.75,593960.45
Ro-Ro Cargo,Indian Ocean,1299.1,16.68,8.71,33860.53,0.0,36561.44,113852.33
Bulk Carrier,Intra-Asia,8211.67,14.96,9.56,44801.69,0.6,240576.68,749155.77
Container Ship,Asia-Europe,910.26,18.83,12.97,111635.68,0.2,63907.18,199006.96
Ro-Ro Cargo,Asia-Europe,10367.16,16.81,8.93,36491.12,0.0,311651.04,970481.35
Bulk Carrier,North Atlantic,1768.85,14.62,8.06,26783.3,0.0,29770.6,92705.65
Bulk Carrier,Asia-Europe,1816.34,14.74,13.04,113639.44,0.0,81390.12,253448.82
Oil Tanker,Trans-Pacific,904.63,11.91,15.07,175191.64,0.0,33475.09,104241.45
General Cargo,Indian Ocean,11475.35,13.4,7.87,24914.82,0.0,188946.75,588380.17
Container Ship,Intra-Asia,7405.44,14.97,13.34,121666.58,0.0,328344.89,1022466.0
General Cargo,North Atlantic,5966.64,10.5,6.78,15926.42,0.4,50136.99,156126.59
Ro-Ro Cargo,Indian Ocean,4523.15,16.32,9.49,43813.57,0.8,179566.54,559170.2
Bulk Carrier,Indian Ocean,3829.74,11.96,12.18,92574.53,0.2,104472.92,325328.66
Container Ship,Trans-Pacific,6409.36,21.3,10.61,61102.95,0.0,363404.97,1131643.07
General Cargo,Indian Ocean,1027.09,12.88,8.02,26452.83,0.0,16240.8,50573.85
Oil Tanker,Intra-Asia,4855.12,11.99,11.73,82543.5,0.4,123627.95,384977.44
Ro-Ro Cargo,North Atlantic,610.24,14.53,8.84,35394.07,0.0,13438.95,41848.88
General Cargo,North Atlantic,9648.98,11.6,7.28,19717.26,0.4,114128.25,355395.37
Container Ship,Intra-Asia,6658.35,22.9,9.96,50622.29,0.6,454265.47,1414582.68
Bulk Carrier,Indian Ocean,10398.07,13.24,11.33,74545.5,0.0,283672.2,883355.23
Bulk Carrier,Trans-Pacific,11297.16,15.2,10.72,63027.68,0.8,450313.93,1402277.56
Ro-Ro Cargo,North Atlantic,4511.91,14.89,7.0,17526.67,0.4,73058.75,227504.95
Oil Tanker,Trans-Pacific,4973.86,13.21,14.02,141218.27,0.8,243443.08,758081.74
Oil Tanker,Intra-Asia,5544.57,13.31,12.91,110165.34,0.0,188189.92,586023.42
Oil Tanker,Intra-Asia,11478.1,12.89,14.15,145056.37,0.0,439210.32,1367700.93
Ro-Ro Cargo,North Atlantic,4668.33,19.72,9.35,41910.3,0.0,211734.54,659341.34
General Cargo,North Atlantic,7873.8,13.03,6.29,12720.47,0.6,92377.41,287663.25
Oil Tanker,Indian Ocean,1976.28,13.26,16.42,226636.62,0.0,107718.43,335435.2
Ro-Ro Cargo,North Atlantic,4150.29,19.62,9.42,42824.14,0.0,189079.05,588792.15
Ro-Ro Cargo,North Atlantic,5053.14,16.46,9.32,41445.06,0.8,196510.16,611932.63
Bulk Carrier,Asia-Europe,5181.48,12.92,10.54,60016.93,0.2,123471.16,384489.2
Bulk Carrier,Asia-Europe,4815.55,13.69,10.07,52334.98,0.0,111035.49,345764.52
Bulk Carrier,Asia-Europe,5119.66,14.43,8.58,32373.52,0.0,95228.58,296541.79
Container Ship,Trans-Pacific,5013.8,19.78,11.67,81324.03,0.6,350077.91,1090142.61
Ro-Ro Cargo,North Atlantic,11576.63,14.39,9.06,38135.86,0.0,262672.08,817960.86
Container Ship,Indian Ocean,11811.29,19.59,11.52,78211.76,0.6,788529.55,2455481.01
General Cargo,Intra-Asia,5494.9,11.39,7.45,21139.72,0.0,58600.88,182483.12
Container Ship,Asia-Europe,642.79,13.95,13.42,123847.23,0.0,25035.26,77959.8
Ro-Ro Cargo,Asia-Europe,9209.01,15.4,6.88,16692.46,0.2,146196.33,455255.36
Ro-Ro Cargo,Indian Ocean,10676.04,15.28,8.16,27829.98,0.8,274438.83,854602.51
Container Ship,Intra-Asia,4360.62,15.32,11.65,81004.29,0.2,163747.43,509909.5
Container Ship,Asia-Europe,4244.13,17.59,14.29,149543.29,0.4,334036.67,1040190.19
General Cargo,North Atlantic,5027.13,12.82,5.77,9838.49,0.0,40782.79,126997.6
Bulk Carrier,North Atlantic,5042.97,15.0,12.21,93103.71,0.2,217278.72,676605.93
Oil Tanker,Indian Ocean,6119.4,11.05,14.66,161417.11,0.2,195685.85,609365.74
Container Ship,Indian Ocean,6398.69,19.5,10.87,65690.16,0.2,338476.85,1054016.9
Container Ship,Intra-Asia,9997.43,23.84,12.85,108633.44,0.0,1042791.86,3247253.85
Oil Tanker,Intra-Asia,7680.61,11.75,13.12,115542.2,0.2,222176.52,691857.68
Container Ship,North Atlantic,11148.9,17.08,11.97,87702.68,0.0,517421.92,1611251.87
Container Ship,North Atlantic,8701.39,23.07,13.46,124875.3,0.2,988239.34,3077377.3
Container Ship,Asia-Europe,5865.82,15.02,10.98,67772.4,0.6,209194.62,651432.06
Container Ship,Intra-Asia,9798.74,15.5,13.95,139116.84,0.6,600668.63,1870482.12
Oil Tanker,North Atlantic,6589.05,14.21,12.82,107930.54,0.2,266468.51,829782.93
Container Ship,Trans-Pacific,8007.41,21.53,12.49,99878.47,0.0,644024.08,2005491.0
Bulk Carrier,Trans-Pacific,4596.66,13.19,9.29,41054.97,0.0,83696.17,260629.88
General Cargo,Indian Ocean,1689.63,10.08,7.47,21340.91,0.0,14200.24,44219.56
Container Ship,Intra-Asia,9598.34,16.2,10.28,55643.8,0.2,313549.12,976391.97
Ro-Ro Cargo,Trans-Pacific,1380.74,14.98,8.88,35812.79,0.2,34516.29,107483.72
Container Ship,Asia-Europe,1270.2,22.56,9.57,44919.51,0.6,77702.82,241966.58
Oil Tanker,Indian Ocean,763.6,13.8,9.15,39279.76,0.6,16535.5,51491.54
Ro-Ro Cargo,North Atlantic,4246.24,14.21,9.4,42538.48,0.8,125230.07,389966.43
Bulk Carrier,Trans-Pacific,11928.36,11.21,7.88,25077.21,0.0,112868.3,351471.88
Container Ship,Trans-Pacific,10463.77,17.72,10.73,63299.45,0.0,420754.29,1310228.87
General Cargo,Asia-Europe,9900.98,10.68,7.45,21151.23,0.0,92771.98,288891.94
General Cargo,Intra-Asia,7743.66,13.59,7.69,23324.6,0.4,140558.29,437698.52
Ro-Ro Cargo,Asia-Europe,8006.32,14.46,8.73,34028.13,0.2,180120.39,560894.9
Bulk Carrier,Indian Ocean,4956.02,12.06,12.85,108696.3,0.2,152969.93,476348.35
Bulk Carrier,Trans-Pacific,1586.36,12.32,8.6,32570.98,0.0,21604.17,67275.4
Container Ship,Intra-Asia,11071.69,18.46,11.59,79653.68,0.2,596530.94,1857597.34
Container Ship,Intra-Asia,7635.39,21.02,11.74,82921.25,0.0,516932.26,1609727.07
General Cargo,North Atlantic,11546.91,13.42,5.68,9393.52,0.2,105519.77,328588.56
Oil Tanker,Asia-Europe,10209.84,13.65,16.43,227228.87,0.4,661488.55,2059875.35
Oil Tanker,Asia-Europe,9448.45,12.17,11.14,70715.49,0.6,235321.67,732791.67
Ro-Ro Cargo,Indian Ocean,1154.9,14.52,8.45,30885.56,0.0,23174.87,72166.56
General Cargo,Trans-Pacific,11881.81,10.03,7.62,22618.89,0.0,102635.67,319607.48
Oil Tanker,Indian Ocean,5010.85,11.92,15.65,196331.5,0.0,200358.37,623915.97
Ro-Ro Cargo,Indian Ocean,2862.49,16.74,9.3,41240.78,0.0,92569.16,288260.36
General Cargo,Intra-Asia,7357.77,12.14,7.73,23694.65,0.0,96105.41,299272.24
Ro-Ro Cargo,Trans-Pacific,8213.35,18.48,9.2,39816.99,0.2,335124.34,1043577.19
Bulk Carrier,Asia-Europe,1672.22,11.84,11.16,71149.3,0.0,35390.33,110205.5
Ro-Ro Cargo,Indian Ocean,10812.64,19.51,9.34,41751.59,0.6,565336.05,1760456.46
General Cargo,Indian Ocean,9677.54,10.88,7.39,20653.39,0.0,92614.68,288402.11
Bulk Carrier,Intra-Asia,2272.79,11.93,11.28,73438.31,0.0,49876.1,155314.19
Oil Tanker,Asia-Europe,7119.14,11.67,11.24,72741.41,0.0,140788.66,438415.89
Ro-Ro Cargo,Intra-Asia,11336.0,18.51,9.32,41428.06,0.0,449565.97,1399948.43
Bulk Carrier,Indian Ocean,3821.79,10.66,11.45,76887.61,0.0,69089.9,215145.94
Container Ship,Intra-Asia,1252.84,19.31,9.33,41528.67,0.0,45123.86,140515.7
Container Ship,North Atlantic,1989.56,15.49,10.16,53715.36,0.4,61360.01,191075.07
Bulk Carrier,Trans-Pacific,1793.06,14.82,11.01,68384.24,0.0,57922.75,180371.45
Bulk Carrier,Asia-Europe,6855.3,14.09,12.06,89843.76,0.2,254247.91,791728.0
Bulk Carrier,North Atlantic,11775.28,15.98,11.54,78763.17,0.2,515118.32,1604078.45
General Cargo,Trans-Pacific,6611.08,11.71,7.2,19090.76,0.0,69614.74,216780.29
Bulk Carrier,Trans-Pacific,5965.99,15.05,11.15,71062.09,0.4,228323.12,710998.19
General Cargo,Intra-Asia,4721.81,11.99,7.66,22995.36,0.6,69634.56,216842.03
Oil Tanker,North Atlantic,799.67,12.63,15.01,173023.59,0.2,34993.62,108970.14
Bulk Carrier,Indian Ocean,2409.74,15.4,10.71,62871.71,0.2,84159.49,262072.64
Bulk Carrier,North Atlantic,7139.02,13.24,10.77,63911.91,0.2,186516.56,580812.56
General Cargo,North Atlantic,3225.98,10.1,6.07,11439.1,0.4,20121.19,62657.4
Bulk Carrier,Asia-Europe,11659.41,10.25,9.46,43338.62,0.4,148872.08,463587.64
General Cargo,Indian Ocean,8749.05,12.39,6.64,15007.21,0.0,87783.8,273358.76
Ro-Ro Cargo,Trans-Pacific,7656.35,14.87,8.6,32544.83,0.0,166774.16,519334.73
Oil Tanker,Intra-Asia,7983.89,12.61,13.04,113513.94,0.2,263058.17,819163.14
Oil Tanker,North Atlantic,10440.92,12.11,12.28,94854.59,0.0,265485.95,826723.26
Oil Tanker,North Atlantic,9256.65,14.04,8.62,32758.51,0.4,174388.63,543046.19
Oil Tanker,North Atlantic,10892.84,11.93,10.34,56524.51,0.0,190281.78,592537.46
Bulk Carrier,Trans-Pacific,3780.53,10.5,11.35,74924.45,0.2,69016.01,214915.86
Oil Tanker,Asia-Europe,6263.92,11.05,14.18,146115.69,0.2,187412.66,583603.01
Bulk Carrier,North Atlantic,5473.56,11.27,8.05,26737.78,0.0,54611.58,170060.45
Oil Tanker,Indian Ocean,3176.14,14.75,13.57,127991.13,0.0,146337.01,455693.45
Ro-Ro Cargo,Trans-Pacific,726.78,19.29,6.79,16009.91,0.4,18612.34,57958.83
Bulk Carrier,North Atlantic,3174.67,14.24,12.06,89829.79,0.6,133982.59,417221.8
Container Ship,Indian Ocean,7107.52,21.07,11.23,72513.7,0.0,441964.6,1376277.76
Bulk Carrier,Trans-Pacific,4908.54,12.16,9.34,41655.4,0.0,76608.9,238560.11
General Cargo,Trans-Pacific,4406.0,13.0,6.52,14169.96,0.0,46877.98,145978.04
Ro-Ro Cargo,Asia-Europe,7539.26,18.07,9.1,38557.21,0.0,271793.49,846364.93
Ro-Ro Cargo,North Atlantic,1492.06,15.33,8.33,29619.89,0.0,32455.22,101065.54
Container Ship,Indian Ocean,2261.2,23.55,13.28,119845.33,0.8,304676.87,948763.77
Ro-Ro Cargo,Trans-Pacific,8486.52,19.33,8.42,30535.33,0.0,299536.35,932756.19
Container Ship,Intra-Asia,2582.43,13.63,9.77,47680.01,0.2,53921.56,167911.75
General Cargo,Asia-Europe,9371.56,10.33,7.17,18894.56,0.0,76279.3,237533.75
Container Ship,Intra-Asia,6966.24,14.79,10.07,52247.41,0.6,202625.39,630975.46
Bulk Carrier,Indian Ocean,8927.72,13.77,8.79,34822.78,0.0,158614.08,493924.25
Container Ship,Trans-Pacific,4427.8,16.01,11.1,70065.53,0.8,192821.33,600445.63
Container Ship,North Atlantic,2307.6,21.73,10.77,63978.51,0.0,140486.4,437474.65
Bulk Carrier,Trans-Pacific,1905.69,10.79,12.85,108513.43,0.0,44378.8,138195.59
Container Ship,Indian Ocean,5502.03,17.42,12.83,108247.35,0.0,305579.11,951573.36
Ro-Ro Cargo,Trans-Pacific,3198.86,19.32,9.38,42274.51,0.0,140047.68,436108.48
General Cargo,Trans-Pacific,4787.31,12.86,7.61,22599.14,0.2,72091.84,224493.99
Container Ship,Indian Ocean,1288.05,14.31,9.77,47784.84,0.6,33015.11,102809.07
General Cargo,Intra-Asia,7249.57,13.25,8.13,27531.25,0.4,139673.45,434943.14
Ro-Ro Cargo,Intra-Asia,5702.3,15.79,9.16,39384.39,0.0,159234.03,495854.78
Oil Tanker,North Atlantic,6197.92,14.61,14.3,149630.63,0.6,366599.82,1141591.85
Oil Tanker,Asia-Europe,4215.52,14.74,14.37,151903.65,0.0,217235.88,676472.54
Oil Tanker,Intra-Asia,3704.99,11.13,9.26,40607.91,0.2,47917.0,149213.55
Container Ship,North Atlantic,10897.88,13.9,13.26,119455.28,0.0,411272.11,1280701.34
Bulk Carrier,Trans-Pacific,775.95,12.75,12.73,105687.01,0.0,24790.85,77198.7
Oil Tanker,Indian Ocean,3450.13,13.35,16.66,236951.7,0.2,208130.81,648119.35
Ro-Ro Cargo,Indian Ocean,1044.88,14.27,8.57,32189.35,0.6,24553.34,76459.09
Oil Tanker,Asia-Europe,5319.17,12.3,15.87,204699.2,0.2,246921.36,768913.11
General Cargo,North Atlantic,6282.7,10.13,6.39,13360.91,0.0,39027.9,121532.87
Ro-Ro Cargo,Asia-Europe,8407.46,15.23,9.21,40002.69,0.0,220476.18,686562.82
General Cargo,Intra-Asia,7315.64,12.25,6.82,16230.31,0.0,75590.65,235389.28
General Cargo,Asia-Europe,1931.07,11.71,7.95,25693.97,0.2,26261.88,81779.48
Oil Tanker,Trans-Pacific,3546.71,11.93,12.48,99610.72,0.0,90439.66,281629.09
General Cargo,Asia-Europe,2158.18,13.74,6.01,11134.98,0.0,21815.85,67934.56
Bulk Carrier,Indian Ocean,9581.54,14.53,13.04,113569.43,0.0,417282.18,1299416.72
Oil Tanker,Intra-Asia,1717.92,12.78,9.02,37585.21,0.2,27807.55,86592.71
General Cargo,Intra-Asia,6828.04,11.65,6.64,14975.99,0.0,60545.43,188538.48
Container Ship,Indian Ocean,4733.54,15.95,14.1,143376.98,0.0,265918.41,828069.92
Ro-Ro Cargo,Asia-Europe,5172.77,14.15,9.54,44427.64,0.0,125689.27,391396.39
General Cargo,Intra-Asia,10592.38,11.01,6.19,12143.38,0.0,72871.09,226920.56
General Cargo,Indian Ocean,2918.4,11.13,5.93,10681.47,0.0,18828.97,58633.43
General Cargo,Asia-Europe,1831.76,13.79,8.03,26527.74,0.0,33304.29,103709.56
Ro-Ro Cargo,Trans-Pacific,9238.61,18.86,7.41,20837.85,0.0,240676.83,749467.66
Ro-Ro Cargo,Intra-Asia,9600.43,17.33,7.05,17905.41,0.2,202345.91,630105.18
General Cargo,North Atlantic,3544.39,13.07,7.14,18632.96,0.0,45742.74,142442.89
Bulk Carrier,Trans-Pacific,895.23,12.32,11.61,80084.99,0.0,22203.49,69141.68
General Cargo,Asia-Europe,1258.32,11.29,6.65,15034.69,0.2,11130.12,34659.18
Container Ship,Intra-Asia,7903.02,22.71,14.13,144417.16,0.2,958272.72,2984061.24
General Cargo,Indian Ocean,5025.03,12.43,7.4,20767.56,0.8,78203.31,243525.12
Bulk Carrier,North Atlantic,7035.99,13.79,8.75,34241.51,0.6,146289.94,455546.86
Ro-Ro Cargo,Intra-Asia,5931.03,14.0,6.81,16140.85,0.0,71815.6,223633.78
Bulk Carrier,North Atlantic,4231.8,14.77,8.53,31784.1,0.6,96131.79,299354.38
Container Ship,Intra-Asia,2890.69,23.88,11.93,86972.32,0.2,276379.79,860646.67
Container Ship,Trans-Pacific,11635.43,23.92,13.82,135042.3,0.0,1412137.91,4397397.44
Container Ship,Intra-Asia,8004.05,19.92,13.22,118348.97,0.0,616718.53,1920461.51
Bulk Carrier,Asia-Europe,5304.92,15.19,9.52,44177.77,0.4,150657.25,469146.69
Bulk Carrier,Trans-Pacific,7221.4,14.86,10.58,60659.69,0.0,216395.78,673856.46
Oil Tanker,North Atlantic,10426.65,11.14,16.21,218252.63,0.0,391143.0,1218019.31
Oil Tanker,Asia-Europe,9290.98,13.27,10.75,63554.98,0.4,243189.35,757291.64
Bulk Carrier,Asia-Europe,9260.85,15.05,12.36,96722.59,0.0,388347.57,1209314.34
Oil Tanker,Trans-Pacific,4670.09,11.1,13.37,122376.56,0.0,118187.18,368034.88
Bulk Carrier,Indian Ocean,8417.89,10.32,9.99,51027.36,0.0,108430.66,337653.08
Oil Tanker,Indian Ocean,11593.88,13.29,11.96,87692.35,0.6,397446.81,1237649.35
General Cargo,Trans-Pacific,1378.52,11.06,6.2,12225.61,0.4,10768.2,33532.17
Ro-Ro Cargo,Intra-Asia,3299.62,15.49,8.71,33814.26,0.8,99233.98,309014.62
General Cargo,Trans-Pacific,7923.14,13.48,7.51,21727.58,0.6,142214.69,442856.54
Oil Tanker,Indian Ocean,5549.11,13.81,12.5,100073.24,0.0,190077.72,591902.01
Oil Tanker,Asia-Europe,1014.88,13.58,15.99,209369.24,0.2,58328.88,181636.12
Container Ship,North Atlantic,5928.09,15.94,13.76,133424.24,0.4,354946.37,1105302.99
Oil Tanker,Indian Ocean,3144.14,12.59,10.83,64976.64,0.0,67166.48,209156.4
Container Ship,Asia-Europe,11184.32,16.55,12.35,96346.57,0.0,518699.81,1615231.21
Ro-Ro Cargo,Indian Ocean,10920.24,14.08,9.36,41924.92,0.0,252807.34,787242.05
Ro-Ro Cargo,North Atlantic,2882.59,18.31,8.65,33177.98,0.0,96464.43,300390.24
Container Ship,Trans-Pacific,2865.6,12.68,14.27,148909.08,0.0,104363.23,324987.11
Bulk Carrier,North Atlantic,5696.37,10.67,13.08,114692.07,0.0,134692.31,419431.85
Bulk Carrier,Asia-Europe,10271.26,10.8,7.89,25163.11,0.8,112113.16,349120.37
Oil Tanker,Trans-Pacific,6915.32,14.9,16.17,216580.75,0.2,489476.61,1524230.16
Ro-Ro Cargo,Trans-Pacific,3975.2,16.64,8.78,34704.19,0.0,113213.96,352548.27
Container Ship,Trans-Pacific,7498.57,19.22,12.71,105045.04,0.0,496952.86,1547511.21
Oil Tanker,Intra-Asia,11859.39,12.9,15.89,205521.59,0.0,573384.93,1785520.68
General Cargo,Indian Ocean,11338.27,13.41,7.73,23680.16,0.8,223865.4,697116.84
Ro-Ro Cargo,Indian Ocean,10345.72,14.94,8.73,34042.16,0.6,276941.68,862396.4
